iter	RMSE
264	0.4593501862
265	0.4582776291
266	0.4537982253
267	0.4482015055
268	0.446437512
269	0.4420065295
270	0.4368255843
271	0.4311953828
272	0.4289004357
273	0.4262365288
274	0.4221143433
275	0.4174855293
276	0.4131210284
277	0.4110228231
278	0.4098404276
279	0.4086411763
280	0.404493284
281	0.4001557988
282	0.3979261436
283	0.3950671635
284	0.3917985677
285	0.3905826891
286	0.386222362
287	0.3823951547
288	0.3804181021
289	0.3789920165
290	0.3778536662
291	0.376215462
292	0.3752353864
293	0.3739912699
294	0.3721694968
295	0.3678837282
296	0.3638093381
297	0.3604825199
298	0.3572761596
299	0.3525339929
300	0.3479049303
301	0.3453788034
302	0.3436570163
303	0.3411063874
304	0.3376220014
305	0.3338060279
306	0.3294014632
307	0.3252443884
308	0.3217705094
309	0.320705669
310	0.3189121562
311	0.3170894136
312	0.3133047457
313	0.3121801603
314	0.311427493
315	0.3086367313
316	0.3056860832
317	0.3033170097
318	0.301557116
319	0.2983431949
320	0.2952927762
321	0.2934124656
322	0.2912392582
323	0.2879624593
324	0.2842835433
325	0.2812940762
326	0.2803287301
327	0.2780782164
328	0.275187711
329	0.2719420535
330	0.2705724971
331	0.2681085226
332	0.265845336
333	0.2653069538
334	0.26269933
335	0.259328599
336	0.2567681768
337	0.2560443806
338	0.2541750288
339	0.2522917792
340	0.2485802736
341	0.2466811986
342	0.2456247459
343	0.2429794495
344	0.242773338
345	0.2412323165
346	0.2404858106
347	0.2377130453
348	0.2350876145
349	0.2342382104
350	0.2310866852
351	0.2304217615
352	0.2285273448
353	0.2257589937
354	0.2229600228
355	0.2202971939
356	0.2178896985
357	0.2164275415
358	0.2146184225
359	0.2121689446
360	0.2118048829
361	0.209767882
362	0.2085403693
363	0.2064711193
364	0.2059965745
365	0.2040830978
366	0.2037061539
367	0.2034982009
368	0.2023085272
369	0.2006229405
370	0.2004722721
371	0.1985204042
372	0.1969413611
373	0.1951272169
374	0.1941484483
375	0.1937865711
376	0.1925294562
377	0.1910855727
378	0.1894922115
379	0.188133414
380	0.1858868155
381	0.1843108987
382	0.1830995095
383	0.1817361221
384	0.1794268143
385	0.178399214
386	0.1778065806
387	0.177410483
388	0.1763429189
389	0.1746875571
390	0.174050838
391	0.1719141885
392	0.1702058494
393	0.1687385093
394	0.1672933593
395	0.1661392052
396	0.1649819168
397	0.1638720258
398	0.1617980241
399	0.1601958931
400	0.1586018964
401	0.1581512439
402	0.1565847032
403	0.1549255372
404	0.1538930018
405	0.1530482239
406	0.1516213718
407	0.1505035997
408	0.1490588034
409	0.1481584315
410	0.1470503802
411	0.1459764381
412	0.1449521257
413	0.1445601651
414	0.1437569487
415	0.1431490567
416	0.1428457918
417	0.1421670787
418	0.1415770471
419	0.1405412612
420	0.1397832769
421	0.1379560245
422	0.1374022499
423	0.1362509963
424	0.1357147295
425	0.1349302476
426	0.1337931495
427	0.132756419
428	0.1321586451
429	0.1314680789
430	0.1308839574
431	0.1300763395
432	0.1293898497
433	0.1288109621
434	0.1275154226
435	0.1268884306
436	0.12660294
437	0.125896905
438	0.124672719
439	0.1234724196
440	0.122629992
441	0.1217758988
442	0.1212920196
443	0.120550174
444	0.1193224004
445	0.1190576451
446	0.1180616337
447	0.1172899999
448	0.1161998345
449	0.1153378761
450	0.1142683878
451	0.1138865239
452	0.1129063247
453	0.1123051022
454	0.1115643836
455	0.1107333367
456	0.1094824638
457	0.108746747
458	0.1078762131
459	0.10757147
460	0.1074586325
461	0.1065254562
462	0.1056679713
463	0.1048821414
464	0.104464882
465	0.1035098959
466	0.102551347
467	0.1012506106
468	0.1006991896
469	0.09975379803
470	0.09906617413
471	0.09849544909
472	0.09800727316
473	0.09760453407
474	0.09665242833
475	0.09608283636
476	0.09498836411
477	0.09443477635
478	0.09393118889
479	0.09347031062
480	0.0929512428
481	0.09247335244
482	0.09209602492
483	0.0915940412
484	0.09031358507
485	0.089673252
486	0.08919733581
487	0.08900697145
488	0.08790119301
489	0.08744986185
490	0.08710416512
491	0.08612455204
492	0.08567790278
493	0.0853305777
494	0.08476644951
495	0.0837401528
496	0.08329456249
497	0.0825628741
498	0.08150029899
499	0.08146799568
500	0.08122477423
501	0.080862129
502	0.08031812216
503	0.0794744406
504	0.07895207435
505	0.07861487651
506	0.07825793881
507	0.07782744569
508	0.07705071791
509	0.07604857896
510	0.07572719167
511	0.07529693258
512	0.07471412236
513	0.07457649606
514	0.07414653217
515	0.07382703517
516	0.07342261214
517	0.07266312003
518	0.0721048154
519	0.07166228763
520	0.07135221731
521	0.07107106352
522	0.07083952527
523	0.0705128403
524	0.06965253535
525	0.06933091234
526	0.06908168259
527	0.06888016174
528	0.06868416317
529	0.0682924569
530	0.0679110431
531	0.06727126625
532	0.06684604219
533	0.06632371818
534	0.06597141072
535	0.06552582058
536	0.06500669775
537	0.06451299162
538	0.06375099702
539	0.06321184276
540	0.06257963433
541	0.06241922546
542	0.06175459351
543	0.0614067756
544	0.06084424144
545	0.06039983343
546	0.06013844227
547	0.05951425616
548	0.05905249976
549	0.0584801913
550	0.05819383646
551	0.05750311654
552	0.05701311538
553	0.05674444885
554	0.05618024222
555	0.05597852902
556	0.05558462227
557	0.05532339864
558	0.05488872497
559	0.05474525287
560	0.05447393887
561	0.05384725488
562	0.0534622053
563	0.05298099549
564	0.05275582133
565	0.05230838279
566	0.05193027988
567	0.05168122224
568	0.05144065222
569	0.05125333016
570	0.05092775613
571	0.05036466118
572	0.04979597193
573	0.04942015172
574	0.04901397449
575	0.04885163452
576	0.04855448409
577	0.0480772562
578	0.04780455613
579	0.04759070058
580	0.04739990054
581	0.04691056008
582	0.04638905198
583	0.04618398917
584	0.04588339866
585	0.04556250417
586	0.04537912307
587	0.04504988043
588	0.04485069926
589	0.04463385403
590	0.04405830373
591	0.04386063946
592	0.04363126078
593	0.04313951934
594	0.04266039949
595	0.042310591
596	0.04197740519
597	0.04176313915
598	0.04148704229
599	0.0411044533
600	0.04079863942
601	0.04070524604
602	0.04059268158
603	0.04032872757
604	0.04019110882
605	0.03989363831
606	0.03976040988
607	0.039588684
608	0.03943851799
609	0.03907008966
610	0.03878275438
611	0.03863757964
612	0.03849396901
613	0.03818134632
614	0.03787899172
615	0.03753237242
616	0.03726479019
617	0.03711724706
618	0.03684337339
619	0.03654860675
620	0.03622250502
621	0.0360950416
622	0.03598630054
623	0.03560393893
624	0.03526630767
625	0.03518614266
626	0.03507269499
627	0.03480427503
628	0.03467624594
629	0.03456114184
630	0.03440929463
631	0.0340428651
632	0.03377078833
633	0.0336782225
634	0.03327607109
635	0.03320422441
636	0.03304555323
637	0.03295064845
638	0.0329108892
639	0.03283511938
640	0.0325192131
641	0.03230378759
642	0.03204538926
643	0.03185801581
644	0.03172876563
645	0.03163463731
646	0.03148781369
647	0.03116555398
648	0.0308548854
649	0.03060703551
650	0.03034003882
651	0.03009531123
652	0.0298879617
653	0.02972882312
654	0.02954926536
655	0.02931035496
656	0.02903535804
657	0.02884658902
658	0.02845634924
659	0.02827724304
660	0.02811134006
661	0.02798554042
662	0.02785128274
663	0.02764257109
664	0.02755336671
665	0.02742697853
666	0.02728188007
667	0.02714605693
668	0.02700174304
669	0.02682973972
670	0.02655141037
671	0.02625281938
672	0.02615031435
673	0.02592749619
674	0.02568869564
675	0.02546345931
676	0.02530333739
677	0.02508110129
678	0.02489640631
679	0.02470213486
680	0.02447806275
681	0.02429549012
682	0.02414142458
683	0.02405948307
684	0.02398965581
685	0.0238827072
686	0.02373440624
687	0.02354334521
688	0.02334307893
689	0.02303648632
690	0.02282296744
691	0.02256373814
692	0.02238626088
693	0.02233187126
694	0.02225480423
695	0.02215688962
696	0.02206593903
697	0.0219378711
698	0.02177291187
699	0.02164923038
700	0.02153427
701	0.02143092508
702	0.02124334275
703	0.02099022521
704	0.02083766396
705	0.0206057228
706	0.02042005645
707	0.02017453158
708	0.02004232602
709	0.01987099663
710	0.01971728313
711	0.01956394284
712	0.01948813464
713	0.01935115503
714	0.01929272091
715	0.01919596458
716	0.01908674487
717	0.01898386515
718	0.01880305025
719	0.01873551959
720	0.01866783385
721	0.01853094386
722	0.01847594986
723	0.01839222171
724	0.01822990402
725	0.01818950148
726	0.01809694565
727	0.01799121502
728	0.01785530701
729	0.01766444216
730	0.01757491088
731	0.0174343905
732	0.01725863362
733	0.01710585918
734	0.01700944447
735	0.01687215668
736	0.01680667194
737	0.01666042912
738	0.01654112013
739	0.01649044341
740	0.01640881074
741	0.01637257662
742	0.01624117803
743	0.0161204509
744	0.01607487634
745	0.01589165118
746	0.01581632843
747	0.01567039257
748	0.01558458885
749	0.01551146008
750	0.01535827517
751	0.01523708059
752	0.0151713207
753	0.01505005079
754	0.01489882148
755	0.01487089763
756	0.01477628104
757	0.01467044563
758	0.01458033692
759	0.01448465173
760	0.01436306966
761	0.01425566316
762	0.01417047088
763	0.01407234316
764	0.0139963363
765	0.01392000375
766	0.01382288639
767	0.01372566478
768	0.01354120066
769	0.01351304592
770	0.01338316625
771	0.01328385418
772	0.01318932356
773	0.01313574523
774	0.01300210866
775	0.01299136796
776	0.01284419701
777	0.01272314418
778	0.01262858356
779	0.01257025465
780	0.01252374555
781	0.01248288658
782	0.01239678452
783	0.01237222108
784	0.01226566416
785	0.01219832058
786	0.01211673804
787	0.01203666143
788	0.01201660837
789	0.01194494019
790	0.01188538188
791	0.01179115282
792	0.0116590598
793	0.01153920237
794	0.01146459445
795	0.01144918159
796	0.0114020164
797	0.01134578827
798	0.01125981601
799	0.01117340109
800	0.01110533437
801	0.01106035621
802	0.01095087578
803	0.01090307343
804	0.01086683791
805	0.01079262628
806	0.01074522387
807	0.01070561837
808	0.01062288566
809	0.01056466151
810	0.01049965472
811	0.01048715248
812	0.01041067062
813	0.01030994098
814	0.01022844985
815	0.01016683267
816	0.01010496621
817	0.01000252955
818	0.009992711991
819	0.009941855558
820	0.009887757647
821	0.009757701673
822	0.009708270497
823	0.009630790119
824	0.009558034952
825	0.009477251285
826	0.009433288717
827	0.009324979704
828	0.009254944533
829	0.009192989414
830	0.009109463697
831	0.009019752996
832	0.00898545104
833	0.008962012883
834	0.008900227661
835	0.00884598477
836	0.008798803423
837	0.008714090908
838	0.008675895221
839	0.008604617662
840	0.008547435407
841	0.00848255318
842	0.008433293781
843	0.008362919962
844	0.008304848348
845	0.008254171353
846	0.008201060735
847	0.008152111035
848	0.008095833875
849	0.00802820335
850	0.007991081597
851	0.00795324515
852	0.007891740125
853	0.007874707752
854	0.00782739875
855	0.007772157921
856	0.007722483307
857	0.007684441886
858	0.007650053365
859	0.007607752565
860	0.007570899449
861	0.007541949068
862	0.007503719798
863	0.007445204787
864	0.007429534239
