iter	RMSE
452	0.1043835029
453	0.1041999694
454	0.1030595951
455	0.101969856
456	0.1007255006
457	0.1005114622
458	0.1000079356
459	0.09855904591
460	0.09826850202
461	0.09720652613
462	0.09696944803
463	0.09619847706
464	0.09489790737
465	0.09421963514
466	0.09346056766
467	0.09259980365
468	0.09176910322
469	0.09082108052
470	0.08983601665
471	0.08932829933
472	0.08864441633
473	0.08787590378
474	0.08765294325
475	0.08728953577
476	0.08648696228
477	0.08571328699
478	0.08459115747
479	0.08444182611
480	0.08382344199
481	0.08284120215
482	0.08268887168
483	0.08147935911
484	0.08107150198
485	0.0807948606
486	0.08056499468
487	0.07970886107
488	0.07907327537
489	0.0786004782
490	0.07777790884
491	0.07742856481
492	0.07706994125
493	0.07649899233
494	0.07588001156
495	0.075631395
496	0.07539906727
497	0.07475441415
498	0.07459958347
499	0.07408987738
500	0.07360160032
501	0.0729200704
502	0.07238868893
503	0.07208488448
504	0.07189070202
505	0.07132625654
506	0.07055892099
507	0.06984333979
508	0.06907006786
509	0.06830076685
510	0.0674727748
511	0.06664213493
512	0.06635857411
513	0.06625217278
514	0.06540444959
515	0.06472237444
516	0.06408946667
517	0.06357709254
518	0.06276953827
519	0.06216494052
520	0.06153938726
521	0.06138852596
522	0.06089439865
523	0.06070238394
524	0.06011590382
525	0.05956945881
526	0.05890745263
527	0.05876775435
528	0.05837289014
529	0.05800705705
530	0.05727253835
531	0.0569604406
532	0.05619937325
533	0.05564812645
534	0.05539661382
535	0.05474524051
536	0.05439970232
537	0.05366356248
538	0.05355293024
539	0.0532166012
540	0.05273377541
541	0.05197632238
542	0.0511136014
543	0.05061557152
544	0.04997609883
545	0.04987567552
546	0.04979293586
547	0.04963031619
548	0.04941728751
549	0.04908670763
550	0.04881020438
551	0.04832551465
552	0.04797041298
553	0.04756384222
554	0.04747517155
555	0.04707318021
556	0.04664657968
557	0.04616332139
558	0.04589704801
559	0.04560608154
560	0.04506458585
561	0.04498828799
562	0.04464908952
563	0.04424651852
564	0.04395074618
565	0.04335893218
566	0.04314290107
567	0.04288153953
568	0.0425105473
569	0.04192686615
570	0.04180166475
571	0.04115178099
572	0.04080979787
573	0.04037384575
574	0.04002517619
575	0.03983607943
576	0.03958676559
577	0.03921373965
578	0.03902620527
579	0.03873376176
580	0.03851935575
581	0.03821880415
582	0.03816829468
583	0.03788906207
584	0.03779050257
585	0.03774482257
586	0.03745297803
587	0.03711923489
588	0.0369872365
589	0.03660375542
590	0.03640893883
591	0.03624380719
592	0.03588103062
593	0.03582301817
594	0.03535143416
595	0.03493083067
596	0.03486769497
597	0.03460482727
598	0.03443868227
599	0.03425022797
600	0.03379320934
601	0.03342424473
602	0.0331906291
603	0.03283753825
604	0.03276988315
605	0.03257117429
606	0.03247251642
607	0.03238064377
608	0.03215505358
609	0.03184081724
610	0.03149179031
611	0.03130336092
612	0.03124909582
613	0.03121211458
614	0.03112200991
615	0.03107375396
616	0.03069838308
617	0.03051301706
618	0.03005842395
619	0.02973198978
620	0.02950370764
621	0.02937656295
622	0.02926582062
623	0.02908807129
624	0.02875021355
625	0.02849724766
626	0.02836098715
627	0.02809829235
628	0.02788681789
629	0.0278411941
630	0.02765055963
631	0.02734864272
632	0.02704052993
633	0.02699486403
634	0.02681023942
635	0.02670591806
636	0.02660488001
637	0.02648715483
638	0.02618110298
639	0.02605912775
640	0.02602382395
641	0.02578696121
642	0.02555288463
643	0.02535783783
644	0.02532320857
645	0.02516213812
646	0.0248681405
647	0.02463566135
648	0.02450057911
649	0.02447580542
650	0.02430456402
651	0.02410103413
652	0.02392574862
653	0.02370906938
654	0.02344545701
655	0.02329532606
656	0.02315466117
657	0.02300540428
658	0.02272677408
659	0.02254459924
660	0.0224093059
661	0.02216439961
662	0.02199731376
663	0.02195603352
664	0.02170281796
665	0.02161455068
666	0.02138361827
667	0.02107850507
668	0.02089073991
669	0.02064697069
670	0.02043083766
671	0.02034785072
672	0.02031363214
673	0.02013696666
674	0.02010087091
675	0.01993740907
676	0.01973907921
677	0.01959165187
678	0.01944316602
679	0.01920178284
680	0.01917407679
681	0.01902070865
682	0.01886661988
683	0.01864659004
684	0.01843927118
685	0.01820703799
686	0.01806685384
687	0.01794812673
688	0.01792771406
689	0.01777191849
690	0.01774232406
691	0.01770627853
692	0.01753600743
693	0.01734321696
694	0.01729769775
695	0.01722311313
696	0.01718096595
697	0.0171539002
698	0.01712343528
699	0.01710589727
700	0.01694846357
701	0.01673315082
702	0.01657473101
703	0.0165546863
704	0.01632634028
705	0.01618283015
706	0.01608585499
707	0.016059564
708	0.01604292889
709	0.01598350168
710	0.01586049765
711	0.01579193647
712	0.01565957616
713	0.01552230531
714	0.01536066755
715	0.01520083414
716	0.01511863508
717	0.01502441755
718	0.01492688765
719	0.01487746719
720	0.01473309213
721	0.01471401344
722	0.01466435103
723	0.01460907102
724	0.01456015248
725	0.01442249063
726	0.01426271192
727	0.01413194324
728	0.01407382716
729	0.01405749297
730	0.01391731343
731	0.01380331941
732	0.01362177856
733	0.01355158047
734	0.01343771877
735	0.01326215416
736	0.01312207016
737	0.01299814752
738	0.01289311735
739	0.01280026601
740	0.01274302984
741	0.0126149125
742	0.01244457306
743	0.01234572164
744	0.01225188192
745	0.01217478614
746	0.01215625044
747	0.01212003136
748	0.01209724503
749	0.01193478321
750	0.01191394925
751	0.01185590926
752	0.01175369617
753	0.011734291
754	0.0116328655
755	0.01155264464
756	0.01143224802
757	0.01136355838
758	0.01129634564
759	0.01120256649
760	0.01105953382
761	0.01093775415
762	0.01087442177
763	0.01084913294
764	0.01079318894
765	0.01069380441
766	0.01060555502
767	0.01050461189
768	0.01047566176
769	0.01039319798
770	0.01036074177
771	0.01028874837
772	0.01026031228
773	0.01017089549
774	0.01006380662
775	0.009963344345
776	0.009896390358
777	0.00980129366
778	0.009681703138
779	0.009610620592
780	0.009551456939
781	0.009450089098
782	0.009435046281
783	0.009363095146
784	0.00927195676
785	0.009183046011
786	0.009154917614
787	0.009043524786
788	0.009024349583
789	0.008951780472
790	0.008896294951
791	0.008804331531
792	0.008782586782
793	0.008684264717
794	0.008623069354
795	0.008603997875
796	0.008514281796
797	0.008484859588
798	0.008430206189
799	0.00836128489
800	0.008314500737
801	0.008238984967
802	0.008222017009
803	0.008121506506
804	0.008101084709
805	0.008072768356
806	0.007978169095
807	0.007893429991
808	0.007812117102
809	0.007773193796
810	0.007751356034
811	0.007660730804
812	0.007640431629
813	0.007589819599
814	0.007552840444
815	0.007542254539
816	0.007526572874
817	0.007487792376
818	0.007463500144
819	0.007422196153
820	0.007408850672
821	0.007316661948
822	0.007189363606
823	0.007120612576
824	0.007104861982
825	0.007025891515
826	0.007010918404
827	0.006926646062
828	0.006863294122
829	0.00681672314
830	0.006799813241
831	0.006784004682
832	0.006750531313
833	0.006727773617
834	0.006669739641
835	0.006581863717
836	0.006575684932
837	0.006525816552
838	0.006462213268
839	0.006404990777
840	0.006344262017
841	0.006267551457
842	0.006223832576
843	0.006144254834
844	0.006136148377
845	0.006108305106
846	0.006051211725
847	0.006027870347
848	0.00601778215
849	0.005983145899
850	0.005947809901
851	0.005905250386
852	0.005837464278
853	0.005791392376
854	0.005781386427
855	0.005756105575
856	0.005748848459
857	0.00568821657
858	0.005678585792
859	0.005650652981
860	0.005626098335
861	0.005563501101
862	0.005505945064
863	0.005496988495
864	0.005466406124
